homoSapienGeneId	Human_Brain1	Human_Brain2	Human_Brain3	Human_Brain4	Human_Brain5	Human_Brain6	Human_Cerebellum1	Human_Cerebellum2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Bonobo_Brain_Female1	Bonobo_Brain_Female2	Bonobo_Brain_Male	Bonobo_Cerebellum_Female	Bonobo_Cerebellum_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Macaque_Brain_Female	Macaque_Brain_Male1	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male
ENSG00000169218	1769	807	443	877	354	227	3805	4859	4169	3559	1562	7028	4532	3639	76	1367	1292	1548	5451	0	75	1729	264	2428	3450	681	1897	228	76	0	0	75	0	7248	23772	6189	2281	911	531	617	191	505	570	1766	676	1171	1225	1515	2298	1510	3410
ENSG00000166183	75	447	75	529	36	28	9	231	0	0	0	72	0	0	0	0	53	74	0	0	75	2003	2727	75	0	580	1633	75	99	0	151	72	73	3970	10218	2853	3251	1362	3262	1471	223	444	561	96	0	73	76	10764	11355	6218	10888
ENSG00000172172	6534	5849	7778	2859	2487	1048	4738	9704	4127	6455	4399	8128	6296	2986	3834	6201	6138	7219	19148	7591	6726	3659	3361	3816	4208	694	1611	2749	6697	0	8299	11366	8799	23479	53873	9084	19820	11599	12979	29076	10350	10605	14398	27293	11791	15432	13928	0	0	0	0
ENSG00000093167	40712	30207	37588	15817	38228	1996	43533	58894	12209	19468	17775	31924	27339	26386	28437	60342	17370	36965	50081	50486	52641	37567	16329	35997	40324	14506	34956	29736	7026	0	5684	13458	10755	38396	105064	19761	75469	22519	53525	25346	10253	40398	39475	29182	23260	17867	9710	13850	8158	30131	32805
ENSG00000166068	58402	40005	62378	22212	22703	5520	21122	42652	11671	19362	18164	30230	33518	14651	15636	15963	21372	30741	108636	24322	24623	42982	16533	17910	22483	5070	11920	5203	9502	0	25104	8051	7373	238960	527180	111807	178343	65366	130169	40736	5183	12763	8795	6319	7467	4891	4582	47796	41703	27689	40584
ENSG00000198087	5567	5702	6201	924	1362	76	10947	10512	531	847	1373	2044	1174	3097	10957	15568	2511	6598	7722	11461	17700	7757	2535	16115	9679	1157	4957	9681	1879	0	1415	6209	4744	27208	60208	11989	29942	14213	25841	11695	2453	2425	2208	2956	764	2582	467	9171	8498	14024	19359
ENSG00000133687	36083	52967	56499	15413	2576	4004	6812	12655	6718	2581	4148	10031	9397	12217	3357	5968	12686	7993	56175	1886	3204	22286	9409	1809	3175	6589	25196	2787	27932	0	45930	11845	9980	120051	326382	56916	100277	53508	46169	40078	5041	19472	10643	6268	4731	2026	1700	61652	34781	39232	51217
ENSG00000177614	154414	84501	138707	108542	29186	29472	283735	193352	97542	96575	88132	135085	141416	95802	143030	201478	169391	92276	220450	122865	178451	57061	43954	59298	16058	20839	31184	25656	20702	0	41767	17326	23529	175887	525445	105625	161530	90958	145735	40653	8818	15554	16487	70830	98563	135466	105593	33203	19122	30526	32677
ENSG00000151079	70664	40988	65863	39228	7127	8638	5805	11429	9688	2601	6636	15378	8479	8749	3007	4387	9044	7221	22585	399	2453	12664	9344	1241	800	5931	16882	608	13949	0	23829	835	2869	73961	204288	35046	108370	42645	48036	8235	1403	1773	987	5870	5729	7976	8313	20291	10196	18945	21655
ENSG00000134313	243092	126598	182203	95265	120060	16041	315494	331919	71056	65521	75882	173366	120642	142361	211807	320883	117108	114644	356124	215694	371759	403677	148661	287198	116844	144807	304631	238931	181397	0	247245	211571	184590	420706	1277780	249828	698698	274607	387443	267055	41909	68131	67572	447002	238654	369035	245623	251947	162670	188123	199123
ENSG00000137819	2800	5852	2966	1362	2426	430	1969	3395	759	2221	2274	2308	1522	544	608	836	500	7208	8582	3645	2389	5015	3469	3502	3917	567	1403	1291	300	0	815	261	303	7752	11595	3683	8782	5092	4170	136	302	151	0	1086	909	571	236	1608	1113	643	2200
ENSG00000066185	2223	2195	2166	1275	529	151	232	1413	681	1478	1727	1996	1970	909	155	2479	950	2288	2802	1145	571	2204	1042	1069	454	1756	2774	1228	2171	0	2767	2700	4700	152	1274	0	378	227	76	4159	1420	904	1411	3265	1861	181	67	1487	1239	318	955
ENSG00000016402	2528	2554	2124	608	1215	454	11389	17387	380	607	987	1897	986	2050	8788	19546	228	2121	3697	2348	5692	5979	2504	4407	4543	228	1131	1844	1211	0	4249	9349	10800	1237	2729	608	0	152	152	228	0	0	0	2158	1286	431	663	189	76	6897	6526
ENSG00000184613	444956	242666	433896	259548	6572	54309	122201	194045	119505	127105	113530	310045	194565	165202	134009	192337	338096	103949	679846	152517	196799	291340	93773	51522	19649	165454	294967	90392	280078	0	374742	144764	156198	530447	1516775	360078	329267	185737	297355	234393	51596	29378	28676	43787	52005	41972	43484	1020793	623404	245851	233203
ENSG00000135046	5079	13362	6728	2988	1426	447	4469	4557	3298	2308	1296	904	1877	4327	1723	10712	6521	21519	17840	10224	5106	14811	5006	2626	7734	4428	17034	4838	7668	0	8930	55663	34304	2208	2786	1129	1359	452	1128	24975	9239	9121	6934	8694	687	5831	3108	1505	1204	1199	1939
ENSG00000164050	242472	161972	107450	210141	553672	53141	155968	254113	79368	52291	60505	52313	68909	57464	33251	85400	18678	92131	92565	59702	80453	152368	159515	99236	108969	17806	56512	25409	94516	0	150003	79742	107674	135978	435361	77152	239357	82751	115703	182723	53086	112391	119517	330336	145235	277574	129164	31474	16276	35172	40800
ENSG00000168685	76	834	227	152	228	152	835	151	76	76	53	76	151	152	99	164	380	228	556	0	76	1227	225	147	379	0	186	226	207	0	380	0	227	379	668	703	227	76	726	75	0	76	76	347	757	0	76	144	350	119	405
ENSG00000135372	50637	38893	41320	24996	18490	5861	38383	74190	24676	20158	17585	39276	23072	31714	29796	86001	25303	26434	52794	36948	54738	59320	35000	52398	39915	10732	23160	15145	29670	0	28780	29105	23693	38511	109183	18721	60871	22873	41903	51741	14661	32033	35782	37503	19652	36065	27976	7824	4485	6555	6984
ENSG00000171119	303	76	151	76	605	152	228	76	380	304	152	255	152	76	76	0	75	456	152	0	152	76	303	526	76	0	304	76	76	0	169	0	76	1742	4657	757	3028	1055	1214	1116	86	381	0	4642	12742	2257	3732	220	142	228	682
ENSG00000114480	9899	9381	10668	3994	3238	782	6365	16632	3469	7264	7583	11291	8458	5813	7507	10179	7249	11232	31780	10836	12386	15502	5664	9424	5815	3307	4747	3101	7326	0	8853	19183	13428	12659	27003	4865	13685	5373	7709	35749	7297	26931	27168	47119	22594	71078	42685	6139	5276	6265	7523
ENSG00000001631	33874	21128	25378	9526	9822	1310	19786	31636	8204	14718	11556	25699	20966	11275	14909	24380	8097	17815	55758	25690	38205	35542	16524	28895	27637	5395	17821	12888	12045	0	11237	23847	13732	40055	87404	20129	35360	16440	32302	57654	9539	19615	18676	10006	5999	10530	9337	32779	22126	29333	41299
ENSG00000143995	13150	6030	6412	6380	28455	3319	152427	143501	2620	8306	10106	5515	8455	5358	55244	115674	909	8678	7672	126152	112553	7085	6105	87714	49001	1678	2911	44709	2682	0	2502	45995	39606	9239	24687	2937	76591	28793	60574	22495	5294	128840	123702	16065	15752	57362	53116	19092	10098	37264	49006
ENSG00000167995	19560	28789	17126	23231	92254	3670	3505	19622	108137	130970	137442	98989	178390	42696	22540	59034	293505	303116	183673	79455	72020	16156	13842	17863	19528	2608	6909	2017	1451	0	1260	1579	1518	687	3926	261	764	843	606	204	60	0	76	0	0	76	56	65	0	80	75
ENSG00000078140	138209	72654	122375	34897	13945	11439	132709	143483	14677	12874	10891	28414	19225	55160	49839	67235	28904	25732	69325	34370	65185	124823	39423	91614	41222	17197	51460	15059	17259	0	32336	24151	18768	107000	290601	61411	149291	47286	137798	65322	14121	19470	16060	49850	27366	26208	26627	7079	5679	4622	8186
ENSG00000107618	304	731	605	758	2358	76	228	1997	1507	1008	608	1230	1224	228	1174	3531	1974	683	2004	801	1160	1201	829	26	536	0	120	0	496	0	379	151	455	152	608	100	532	228	76	2290	0	0	76	0	0	0	0	545	76	0	228
ENSG00000143970	23806	14536	19512	7358	10315	1742	22420	34096	6248	5646	6957	14927	14260	12416	22847	32267	10492	20940	43540	22995	38534	28859	12684	24202	11115	2950	9680	9870	19879	0	25754	36454	26456	40951	102706	16881	52150	19565	42782	54504	8603	22867	16947	13347	16055	19586	14932	32891	16733	28989	37658
ENSG00000179600	0	0	0	0	0	0	0	80	0	0	0	0	41	0	0	0	0	0	70	91	222	0	212	76	76	84	76	0	0	0	194	0	135	0	76	0	0	0	76	0	0	0	0	0	0	0	16	0	76	0	13
ENSG00000106799	11673	12884	11838	3492	7828	988	23759	39463	2804	2601	6904	7890	6527	23601	11521	48232	8884	10155	24590	21050	29613	13639	10705	20846	11314	378	1171	2034	2240	0	4226	19945	13918	34369	77278	16156	21542	9533	18355	13359	2250	2699	1660	8135	4814	11321	9368	9857	6463	12134	12474
ENSG00000140553	54363	36323	28727	40647	34651	12322	171966	154722	20895	19633	16219	23631	18965	23465	35398	77570	37843	28889	33304	47701	55774	65194	53679	92298	60466	25243	41470	56603	36484	0	50984	38865	41849	38652	121921	23449	95513	36275	61663	46457	11916	28560	30964	11211	8830	14071	8478	28782	16689	25470	41368
ENSG00000162998	11291	14266	8932	12582	2646	2497	4608	12433	2803	9930	2575	10796	3412	5182	910	2850	8105	43943	53279	9626	7953	57936	23970	31347	25023	13426	44654	761	19423	0	13720	14391	13823	24187	67217	6670	4702	2275	987	4938	2400	803	552	24184	9821	7230	3601	3106	3055	1287	5032
ENSG00000084676	120573	121764	156566	65273	41695	14394	171872	265893	63583	58025	60191	126200	95226	103183	103461	254575	84737	116358	254274	141670	181061	141483	73288	110566	66337	27884	65090	40251	73426	0	99920	104144	87344	122952	353752	66695	174783	78304	123323	207435	34580	94824	82999	67596	78163	71784	56151	241991	114434	156265	199958
ENSG00000186073	3252	3517	3030	979	1364	304	3712	9910	1216	2234	1591	2201	1906	908	3767	4048	835	2306	4644	7896	5257	995	723	1460	1432	564	778	874	983	0	958	1690	2449	8105	19411	4838	8847	3211	6969	290	191	75	147	14294	10808	10468	11649	8408	5907	4389	4853
ENSG00000110888	42028	49734	58798	16044	11400	3451	63362	100201	31449	43189	33986	59676	56937	28261	56650	124930	31818	49398	77300	87128	85516	95512	45020	76700	68866	40916	66217	73064	34727	0	29341	80123	56062	10141	28234	5543	14075	7231	12686	7870	2664	1800	2611	7507	4805	4554	6743	17030	9241	16653	15214
ENSG00000134769	153326	254027	201064	74071	71223	17069	319496	312121	101993	63086	64365	115690	93912	68360	85869	167216	54752	239899	279949	228333	222288	229098	93760	186600	244011	42064	129445	103887	43607	0	71639	58789	49764	146167	358635	72193	254923	112286	177896	84434	17375	34974	34939	98495	69190	71088	67870	85781	48404	99912	113560
ENSG00000160223	83450	22447	27858	88756	170153	12512	4821	22010	3551	9449	8960	3241	12872	4258	1743	4341	25581	10254	7849	3433	3889	1208	1356	379	377	3396	4482	2642	603	0	2813	152	454	6098	15416	4566	9519	6802	11093	2903	363	236	476	2633	1661	1054	1601	3383	2750	4158	5598
ENSG00000101146	23255	20821	29592	14314	10345	3077	28120	56937	6669	6995	4392	13043	8341	7548	10754	19458	13584	5951	18490	12943	18244	23143	15203	24709	15580	22465	37357	24546	14187	0	21148	16597	16002	30243	83970	17849	23698	16848	19670	29456	8745	10641	10156	52066	23085	32918	42855	12273	7441	12109	12404
ENSG00000177182	16043	15227	26491	10171	1440	1582	45240	39167	7517	8652	7697	27722	16119	7605	14258	14525	8335	6679	41516	16165	23500	18726	11821	18883	6778	12483	18765	21507	18143	0	27223	25391	19991	68065	160627	32225	111695	55122	91542	15457	2066	11033	9381	7794	6876	4432	4087	19396	14263	22138	25681
ENSG00000182752	1032	1004	520	452	139	136	665	2315	119	76	281	540	389	112	629	1915	225	166	819	571	708	1030	714	1113	494	224	895	469	682	0	1032	1206	1100	1922	4013	1060	20564	4683	3348	76	76	7148	5485	2789	528	4726	3946	0	0	0	0
ENSG00000112357	6616	3860	5803	2254	1812	1320	2107	5577	2049	1534	1875	3991	2836	2871	1077	6754	3421	4115	7161	2989	3243	2718	2128	2936	2844	4021	6452	3477	2149	0	1719	3239	2720	19488	46804	8406	16577	8913	10567	41538	14770	20419	22426	12674	10325	11114	11250	11389	6270	6278	6083
ENSG00000156171	5319	6678	10665	3533	5825	679	11384	20375	3423	5340	3927	5942	7866	5781	7448	15246	6323	5792	18055	15123	14602	5881	4716	7889	8428	2814	9263	12998	4374	0	4676	10222	7973	17907	35500	6875	15331	7929	11192	5030	903	2539	2396	30254	14376	13687	17343	5077	3825	7821	7195
ENSG00000130779	72147	75788	77287	25136	13099	4535	190079	219418	32118	27796	30189	66835	50907	71875	148410	257439	84956	69645	166900	220380	309771	124347	40271	205814	109544	32595	107720	102882	60251	0	83003	183123	131706	168648	442754	86949	288392	80267	284796	85992	25324	107904	107339	31718	15844	45558	21417	71412	40847	175411	205280
ENSG00000166398	35066	24262	22888	32025	55115	8654	81844	114317	11580	6538	8857	13257	12920	6510	41869	45284	11520	36291	22634	45181	59980	37316	29358	61895	29846	10887	23017	18029	12836	0	21018	25034	28799	55714	157486	22770	88315	48840	38776	25267	4736	18483	17121	30737	12311	27115	21263	18483	12212	32032	41344
ENSG00000198216	108968	60120	85127	67200	6548	23596	49167	49644	34780	10739	18449	53354	34358	45785	42193	37276	50395	8362	73300	21254	40115	109142	51541	52320	26797	53942	85820	2344	75123	0	91979	49035	41477	314358	1048344	119843	318875	112357	33295	130172	13653	8932	10169	23081	82309	70168	40262	517633	289707	54726	82536
ENSG00000185324	43385	35583	33104	33590	32294	8330	55390	78553	19470	17830	13618	16522	20477	13191	7865	15673	21402	20929	26611	9824	10290	26869	18011	14238	9557	8992	14907	4270	5712	0	5041	5333	7179	31354	111275	20421	30406	15587	19198	13953	5672	6769	8863	15680	14145	9716	10073	17793	10574	15054	11309
ENSG00000082212	26570	16051	21710	9384	9228	1205	14940	30213	8664	10263	13109	17880	17737	15629	19076	28566	16982	21979	45437	26639	26906	22222	8830	15045	10517	2364	9032	3621	2690	0	5234	6055	4200	23042	51949	8460	27608	12044	20608	4033	676	1534	1156	16711	8899	12685	6083	8682	3588	2635	5287
ENSG00000131023	16058	9682	8865	6327	5681	986	23153	41252	2397	2471	3765	11048	5764	6560	17101	28439	6344	9084	24269	18976	34593	10078	5386	17232	6068	3883	7589	14223	9373	0	14243	29245	18519	25249	66737	10492	45044	18091	30170	32792	4502	12394	6920	13391	11087	17980	12396	27703	17374	32159	36817
ENSG00000074527	37198	21876	32261	26373	1891	5304	2873	6818	7651	10577	11900	14395	17100	8213	2975	5900	18360	26034	70293	13160	10652	66043	23891	29718	24815	10267	29688	3185	16930	0	20163	2798	2421	12205	33626	5369	37046	14617	41333	7414	1954	1578	1039	16161	15944	35573	28737	4852	4095	2108	3900
ENSG00000180251	0	226	76	0	0	76	0	0	0	0	0	228	0	0	76	0	0	68	66	0	0	0	0	0	76	0	76	0	687	0	128	1550	193	2392	8060	3453	151	152	76	15832	2636	263	519	26215	28222	1927	1570	0	0	162	350
ENSG00000145833	45154	34352	41774	13411	19185	2416	73685	87811	23068	25596	22873	52148	33275	42529	73400	116415	34538	45017	89974	109764	128757	43349	15885	36440	27358	15731	34518	38024	26255	0	24367	43227	34799	69118	192849	38448	137682	45425	126205	160079	46229	60660	54049	79738	50029	83818	52759	47694	32528	58212	70874
ENSG00000109819	31177	21055	34332	8789	1520	2191	22563	44262	4586	2446	3103	13551	5613	6552	4814	15230	3281	6476	25200	4228	14140	46548	18413	39738	23273	4948	21561	19894	23933	0	21818	34321	24178	61238	146882	30981	87710	25731	74827	39534	6996	19673	12737	18591	7766	9197	4971	12167	7873	16945	16017
ENSG00000139915	6818	3691	9767	3567	835	619	707	2932	1966	3178	4542	12790	6772	3650	1879	4939	3643	4401	24529	1579	1980	4674	2247	248	235	2652	5653	6070	5227	0	8551	6884	3556	22733	52539	9122	24192	6873	10899	30705	3601	7657	5935	34350	22539	26814	22332	97906	54490	53144	54499
ENSG00000124596	19010	9965	20865	6568	11119	1338	7783	19247	6296	14736	12330	9974	11044	16507	8202	32055	10931	18091	37949	22875	32839	25558	8363	15425	8900	7991	21970	12518	9998	0	10926	12934	11130	8159	22769	3031	12374	4134	11358	16900	3769	6171	9043	14874	10248	11983	8803	18433	10215	17378	16689
ENSG00000172239	17645	8180	14252	5301	7682	1086	14328	16514	10914	21536	21057	41307	32023	31063	24674	51541	20149	38831	99420	57569	45779	55173	18873	35882	21242	15541	31780	24425	24346	0	29911	46767	28230	63181	137642	28163	59904	22708	57119	219791	37879	32569	29075	39444	13969	20749	14726	23322	15402	16688	35867
ENSG00000186487	266390	155577	248855	134122	4772	34282	164681	321516	102810	89695	88586	287055	141712	133016	123911	189394	174774	99660	383336	106128	245866	297945	118188	149746	49048	102067	203292	79748	186512	0	257084	109081	99925	207779	642743	103188	180304	79964	113161	164164	29135	34723	31117	48466	40070	25304	16717	98615	54839	86394	84164
ENSG00000136404	19577	13493	24512	8969	2491	1172	6384	12229	4880	8822	7477	11611	10532	9972	4154	10381	18648	11975	50837	5359	9858	25755	9409	4536	4618	6020	12424	6103	11776	0	17112	7737	5239	31427	66600	12822	21244	11398	21495	33975	10363	6857	4593	2886	2393	3226	3509	4558	5690	2748	4726
ENSG00000183049	235909	185959	265162	133694	10509	30111	185586	323536	16450	6944	10725	32171	15336	22762	13737	30707	21415	7854	59252	11128	15670	26078	15930	13610	3237	19514	44575	12723	21967	0	31905	17832	18017	183212	545142	97724	110376	47316	83890	32925	2702	4537	4582	15586	17974	50850	37132	27046	17212	12219	15054
ENSG00000085760	19718	13389	20750	5886	8044	643	4863	12093	4699	6039	7554	12323	8597	7585	3868	14669	3963	8967	21144	7152	7828	20967	7421	10912	13130	8553	21804	11331	22583	0	25776	25508	15508	21802	60391	10626	28788	8979	25886	27652	6650	5165	4528	47517	16045	30838	17159	18557	9179	17396	18934
ENSG00000145012	17006	27040	16785	8081	10924	1413	23986	37016	684	760	604	1187	1367	1177	3388	5486	1768	2882	11134	4101	8321	5111	2094	2261	1180	252	1645	376	979	0	1584	824	907	1110	3486	0	9591	3643	3330	2873	74	2351	1060	196	100	0	219	2487	899	3905	6183
ENSG00000169403	4408	5162	7214	1365	7707	1443	1520	1367	1292	76	1823	1230	1213	2656	911	3476	6292	1594	3871	1063	1578	7818	8731	2507	1975	1229	2611	189	2254	0	2355	682	860	2126	4780	1518	1140	607	912	1835	304	580	641	2947	1271	607	1214	755	1136	380	1131
ENSG00000163145	456	607	912	456	75	0	0	759	608	1216	379	491	531	379	76	456	0	608	4633	380	880	2727	704	152	172	148	608	152	455	0	683	527	227	982	2955	682	988	304	759	531	1024	228	282	1643	1310	379	303	777	454	379	684
ENSG00000121281	24199	19303	22522	17479	14629	6690	9253	11610	17990	6489	11587	17316	14941	15354	2055	13501	29248	9887	18267	3873	4171	50428	35431	26041	11430	18943	33449	8188	2989	0	9292	2324	4468	16723	37582	7767	30267	14452	10840	9773	333	2001	1324	7911	11089	24156	20008	13125	7153	22127	22310
ENSG00000171564	0	76	0	0	0	0	0	75	0	0	0	2949	0	303	0	3178	76	152	0	908	0	376	0	0	48382	0	0	6890	0	0	76	6320	0	0	76	0	1441	0	0	755	0	527	75	605	76	0	0	1526	753	380	379
ENSG00000152127	132217	79060	117161	68462	91241	13297	124446	273838	8857	2432	6518	18503	9962	14170	24906	41972	14617	6216	48395	13477	32333	23614	11293	16823	4859	8675	24666	19863	19601	0	21375	21570	18833	49635	145920	25415	55656	25342	37221	62055	8570	8408	6680	60153	34483	41624	46935	50637	26512	66113	75159
ENSG00000177485	18466	18133	25477	5538	3491	626	33237	34325	6301	11129	9650	29235	18515	15063	18382	23801	7596	15506	63174	27120	34376	22623	8509	18169	9851	2577	8769	8257	13518	0	19693	19103	12081	34186	79902	19448	25545	11621	24610	42006	6831	11022	9928	20259	11297	17856	14446	33207	18194	31303	30313
ENSG00000182218	27626	20581	16823	19773	8886	8738	10842	30204	3537	1821	1599	3301	2263	2418	958	4980	3486	3811	6517	1442	1407	11403	14937	2528	2286	760	3780	454	4986	0	11028	265	848	10918	34700	10869	12505	5148	5093	2633	379	1661	1048	12225	14595	19975	25687	13173	7289	14384	16153
ENSG00000163412	56529	38234	74440	29478	12213	5632	29167	75649	12569	20107	20087	40000	27455	32872	22453	45948	25876	18534	83435	22337	37502	25815	6464	10285	2623	17272	31298	17380	5904	0	9300	6800	6043	19794	49192	11090	19892	8146	18745	16939	3293	7716	7935	2824	1583	1745	376	13895	12011	13033	20134
ENSG00000073350	9313	6149	2973	19297	20919	2525	58533	32315	1601	624	1134	603	548	584	332	963	2076	1920	979	9604	4878	1645	1631	1585	2115	1903	2706	1978	681	0	926	2165	1806	1338	2629	605	1711	900	1984	2034	1648	3157	3542	4704	5394	3228	2654	25960	20185	29437	37323
ENSG00000186106	51942	36903	68548	18962	11285	1888	25766	54147	17346	30414	26035	60380	43443	25934	23474	38407	29139	30724	141377	31182	39633	43894	16219	17080	7393	20967	53140	26855	42838	0	63461	58817	39112	193065	523501	126027	165649	92180	139565	74418	9920	24619	26386	62239	37356	40677	34930	33885	20981	24231	31101
ENSG00000103043	43688	27184	43004	38740	29860	11816	17324	64837	41319	36844	35211	37737	41870	23845	18172	49895	51064	41631	56734	24656	30162	34470	40142	24619	17267	20350	24916	15790	36352	0	56474	27205	36204	24627	73384	16819	39731	18780	28068	91351	25947	56814	59660	54151	40330	41024	44233	37183	20513	23835	37101
